9.9,mm,25 mm,25,,1.1,14,,
10,mm,25 mm,25,,15,,,
10.1,mm,25 mm,25,,1.4,13.5,,
10.2,mm,25 mm,25,,1.3,13.5,,
10.3,mm,25 mm,25,,1.2,13.5,,
10.4,mm,25 mm,25,,1.1,13.5,,
10.5,mm,25 mm,25,,14.5,,,
10.6,mm,25 mm,25,,1.4,13,,
10.7,mm,25 mm,25,,1.3,13,,
10.8,mm,25 mm,25,,1.2,13,,
10.9,mm,25 mm,25,,1.1,13,,
11,mm,25 mm,25,,14,,,
11.1,mm,25 mm,25,,1.4,12.5,,
11.2,mm,25 mm,25,,1.3,12.5,,
11.3,mm,25 mm,25,,1.2,12.5,,
11.4,mm,25 mm,25,,1.1,12.5,,
11.5,mm,25 mm,25,,13.5,,,
11.6,mm,25 mm,25,,1.4,12,,
11.7,mm,25 mm,25,,1.3,12,,
11.8,mm,25 mm,25,,1.2,12,,
11.9,mm,25 mm,25,,1.1,12,,
12,mm,25 mm,25,,13,,,
12.1,mm,25 mm,25,,1.4,11.5,,
12.2,mm,25 mm,25,,1.3,11.5,,
12.3,mm,25 mm,25,,1.2,11.5,,
12.4,mm,25 mm,25,,1.1,11.5,,
12.5,mm,25 mm,25,,12.5,,,
12.6,mm,25 mm,25,,1.4,11,,
12.7,mm,25 mm,25,,1.3,11,,
12.8,mm,25 mm,25,,1.2,11,,
12.9,mm,25 mm,25,,1.1,11,,
13,mm,25 mm,25,,12,,,
13.1,mm,25 mm,25,,1.4,10.5,,
13.2,mm,25 mm,25,,1.3,10.5,,
13.3,mm,25 mm,25,,1.2,10.5,,
13.4,mm,25 mm,25,,1.1,10.5,,
13.5,mm,25 mm,25,,11.5,,,
13.6,mm,25 mm,25,,1.4,10,,
13.7,mm,25 mm,25,,1.3,10,,
13.8,mm,25 mm,25,,1.2,10,,
13.9,mm,25 mm,25,,1.1,10,,
14,mm,25 mm,25,,11,,,
14.1,mm,25 mm,25,,1.4,9.5,,
14.2,mm,25 mm,25,,1.3,9.5,,
14.3,mm,25 mm,25,,1.2,9.5,,
14.4,mm,25 mm,25,,1.1,9.5,,
14.5,mm,25 mm,25,,10.5,,,
14.6,mm,25 mm,25,,1.4,9,,
14.7,mm,25 mm,25,,1.3,9,,
14.8,mm,25 mm,25,,1.2,9,,
14.9,mm,25 mm,25,,1.1,9,,
15,mm,25 mm,25,,10,,,
15.1,mm,25 mm,25,,1.4,8.5,,
15.2,mm,25 mm,25,,1.3,8.5,,
15.3,mm,25 mm,25,,1.2,8.5,,
15.4,mm,25 mm,25,,1.1,8.5,,
15.5,mm,25 mm,25,,9.5,,,
15.6,mm,25 mm,25,,1.4,8,,
15.7,mm,25 mm,25,,1.3,8,,
15.8,mm,25 mm,25,,1.2,8,,
15.9,mm,25 mm,25,,1.1,8,,
16,mm,25 mm,25,,9,,,
16.1,mm,25 mm,25,,1.4,7.5,,
16.2,mm,25 mm,25,,1.3,7.5,,
16.3,mm,25 mm,25,,1.2,7.5,,
16.4,mm,25 mm,25,,1.1,7.5,,
16.5,mm,25 mm,25,,8.5,,,
16.6,mm,25 mm,25,,1.4,7,,
16.7,mm,25 mm,25,,1.3,7,,
16.8,mm,25 mm,25,,1.2,7,,
16.9,mm,25 mm,25,,1.1,7,,
17,mm,25 mm,25,,8,,,
17.1,mm,25 mm,25,,1.4,6.5,,
17.2,mm,25 mm,25,,1.3,6.5,,
17.3,mm,25 mm,25,,1.2,6.5,,
17.4,mm,25 mm,25,,1.1,6.5,,
17.5,mm,25 mm,25,,7.5,,,
17.6,mm,25 mm,25,,1.4,6,,
17.7,mm,25 mm,25,,1.3,6,,
17.8,mm,25 mm,25,,1.2,6,,
17.9,mm,25 mm,25,,1.1,6,,
18,mm,25 mm,25,,7,,,
18.1,mm,25 mm,25,,1.4,5.5,,
18.2,mm,25 mm,25,,1.3,5.5,,
18.3,mm,25 mm,25,,1.2,5.5,,
18.4,mm,25 mm,25,,1.1,5.5,,
18.5,mm,25 mm,25,,6.5,,,
18.6,mm,25 mm,25,,1.4,5,,
18.7,mm,25 mm,25,,1.3,5,,
18.8,mm,25 mm,25,,1.2,5,,
18.9,mm,25 mm,25,,1.1,5,,
19,mm,25 mm,25,,6,,,
19.1,mm,25 mm,25,,1.4,4.5,,
19.2,mm,25 mm,25,,1.3,4.5,,
19.3,mm,25 mm,25,,1.2,4.5,,
19.4,mm,25 mm,25,,1.1,4.5,,
19.5,mm,25 mm,25,,5.5,,,
19.6,mm,25 mm,25,,1.4,4,,
19.7,mm,25 mm,25,,1.3,4,,
19.8,mm,25 mm,25,,1.2,4,,
19.9,mm,25 mm,25,,1.1,4,,
20,mm,25 mm,25,,5,,,
20.1,mm,25 mm,25,,1.4,3.5,,
20.2,mm,25 mm,25,,1.3,3.5,,
20.3,mm,25 mm,25,,1.2,3.5,,
20.4,mm,25 mm,25,,1.1,3.5,,
20.5,mm,25 mm,25,,4.5,,,
20.6,mm,25 mm,25,,1.4,3,,
20.7,mm,25 mm,25,,1.3,3,,
20.8,mm,25 mm,25,,1.2,3,,
20.9,mm,25 mm,25,,1.1,3,,
21,mm,25 mm,25,,4,,,
21.1,mm,25 mm,25,,1.4,2.5,,
21.2,mm,25 mm,25,,1.3,2.5,,
21.3,mm,25 mm,25,,1.2,2.5,,
21.4,mm,25 mm,25,,1.1,2.5,,
21.5,mm,25 mm,25,,3.5,,,
21.6,mm,25 mm,25,,1.4,2,,
21.7,mm,25 mm,25,,1.3,2,,
21.8,mm,25 mm,25,,1.2,2,,
21.9,mm,25 mm,25,,1.1,2,,
22,mm,25 mm,25,,3,,,
22.1,mm,25 mm,25,,1.4,1.5,,
22.2,mm,25 mm,25,,1.3,1.5,,
22.3,mm,25 mm,25,,1.2,1.5,,
22.4,mm,25 mm,25,,1.1,1.5,,
22.5,mm,25 mm,25,,2.5,,,
22.6,mm,25 mm,25,,1.4,1,,
22.7,mm,25 mm,25,,1.3,1,,
22.8,mm,25 mm,25,,1.2,1,,
22.9,mm,25 mm,25,,1.1,1,,
23,mm,25 mm,25,,2,,,
23.1,mm,25 mm,25,,1.4,0.5,,
23.2,mm,25 mm,25,,1.3,0.5,,
23.3,mm,25 mm,25,,1.2,0.5,,
23.4,mm,25 mm,25,,1.1,0.5,,
23.5,mm,25 mm,25,,1.5,,,
23.6,mm,25 mm,25,,1.4,,,
23.7,mm,25 mm,25,,1.3,,,
23.8,mm,25 mm,25,,1.2,,,
23.9,mm,25 mm,25,,1.1,,,
24,mm,25 mm,25,,1,,,
24.1,mm,25 mm,12.5,13,1.4,,,
24.2,mm,25 mm,12.5,13,1.3,,,
24.3,mm,25 mm,12.5,13,1.2,,,
24.4,mm,25 mm,12.5,13,1.1,,,
24.5,mm,25 mm,25,,0.5,,,
24.6,mm,25 mm,12.5,13.5,1.4,,,
24.7,mm,25 mm,12.5,13.5,1.3,,,
24.8,mm,25 mm,12.5,13.5,1.2,,,
24.9,mm,25 mm,12.5,13.5,1.1,,,
25,mm,25 mm,25,,,,,
0,mm,50 mm,50,,50,,,
0.01,mm,50 mm,50,,1.49,23.5,25,
0.02,mm,50 mm,50,,1.48,23.5,25,
0.03,mm,50 mm,50,,1.47,23.5,25,
0.04,mm,50 mm,50,,1.46,23.5,25,
0.05,mm,50 mm,50,,1.45,23.5,25,
0.06,mm,50 mm,50,,1.44,23.5,25,
0.07,mm,50 mm,50,,1.43,23.5,25,
0.08,mm,50 mm,50,,1.42,23.5,25,
0.09,mm,50 mm,50,,1.41,23.5,25,
