M,68,6,NP,5H,정지 나사 플러그 게이지,미터 보통 나사,68,6,60,65.61,14,-14,64.4029,14,0,6,10
M,1.6,0.35,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,1.6,0.35,60,1.532,6,-6,1.4577,8,0,5,35
M,1.8,0.35,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,1.8,0.35,60,1.732,8,-8,1.6577,8,0,5,35
M,2,0.4,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,2,0.4,60,1.914,8,-8,1.8302,8,0,5,31
M,2.2,0.45,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,2.2,0.45,60,2.097,8,-8,2.0027,8,0,5,26
M,2.5,0.45,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,2.5,0.45,60,2.397,8,-8,2.3027,8,0,5,26
M,3,0.5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,3,0.5,60,2.879,8,-8,2.7752,8,0,5,25
M,3.5,0.6,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,3.5,0.6,60,3.346,8,-8,3.2223,8,0,5,21
M,4,0.7,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,4,0.7,60,3.807,8,-8,3.6633,8,0,5,18
M,4.5,0.75,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,4.5,0.75,60,4.285,8,-8,4.1309,8,0,5,17
M,5,0.8,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,5,0.8,60,4.769,8,-8,4.6054,8,0,5,16
M,6,1,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,6,1,60,5.705,10,-10,5.5005,10,0,5,16
M,7,1,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,7,1,60,6.705,10,-10,6.5005,10,0,5,16
M,8,1.25,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,8,1.25,60,7.603,10,-10,7.3481,10,0,5,16
M,9,1.25,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,9,1.25,60,8.603,10,-10,8.3481,10,0,5,16
M,10,1.5,NP,6H,정지 나사 플러그 게이지,미터 보통 나사,10,1.5,60,9.511,10,-10,9.2057,10,0,5,16
